序號,評論ID,作者,評分,評論內容,評論日期,實際日期,照片數,語言,醫院名稱,來源檔案,實際日期_parsed,評論長度,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment,rating_category,textblob_accurate,vader_accurate
72,review_15109,Hannah Walton,5,Great care and friendly staff,9 months ago,2025-01-31,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-31,29,0.5875,0.625,Positive,0.8885,0.0,0.16,0.84,Positive,Positive (4-5★),True,True
73,review_45242,VISIIONS,1,"You wonder why you don’t have help from the RN’s for 2 hours it’s because they are on their computers looking at clothes and candles the most heartless terrible groups of people I’ve ever encountered

This was a RN outside of room 222 in UPenn on December 29th 2024 at about 7 or 8 am",9 months ago,2025-01-31,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-31,284,-0.16666666666666666,0.5166666666666667,Negative,-0.6335,0.112,0.845,0.044,Negative,Negative (1-2★),True,True
74,review_56060,New Classic,1,5 hours in the wait room before I see a room? are you kidding me?!,9 months ago,2025-01-31,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-31,66,0.0,0.0,Neutral,0.2621,0.0,0.872,0.128,Positive,Negative (1-2★),False,False
75,review_2534,Jacquetta Jones,5,"Great experience not sure why people don’t review more, great cafeteria and short waiting to even be seen and it’s clean compared to 98% of hospitals",10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,149,0.36944444444444446,0.6481481481481481,Positive,0.8815,0.056,0.626,0.318,Positive,Positive (4-5★),True,True
77,review_91012,Oscar TR,1,Terrible service! They had me waiting for hours and kept calling back other people's names multiple times! Like what  hell is up with the extremely long wait? I only have fever and it takes about 5 hours to get that resolved? Do some patients matter more than others or are you really that low on staff?!,10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,304,-0.052777777777777785,0.41944444444444445,Neutral,-0.8479,0.172,0.749,0.079,Negative,Negative (1-2★),False,True
78,review_79004,Tonya Pettis,1,"Arrived at hospital with friend who suffered a fractured leg in two places while out of town. Decided unfortunately to go to the Emergency Department. Arrived directly from PHL airport at approximately 12:30 PM. Had labs drawn, X-rays to leg done. Afterwards was instructed to return to the Waiting Room. We waited and are currently waiting at 5 AM. My friend's leg needed elevation. He has had elevation done.
If there is additional injury caused by the disservice and lack of patient care by hospital consequences will be paid. No person or creature should be mistreated in this manner. We stayed as we needed treatment.",10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,622,-0.2,0.6,Negative,-0.7964,0.13,0.816,0.054,Negative,Negative (1-2★),True,True
79,review_15090,joe egan,5,"My experience has been an all-around exceptional, high-quality level of care. Dr. Kobayashi is one of those doctors who is tuned in as a listener, and he communicates with clear and precise details.",10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,198,0.3416666666666667,0.6458333333333333,Positive,0.7003,0.0,0.842,0.158,Positive,Positive (4-5★),True,True
80,review_53542,Ruben Sandoval,4,This hospital has great teams and delivers great care. I think that health insurance really gets in the way of what could be optimal care for the populace. The facility is run very well and by people who really care about it being the best it can. It's a mix of old and new buildings and tech so they have a big balancing act in this facility. But I believe the keep the original spirit of the hospital alive.,10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,409,0.35557851239669425,0.40041322314049593,Positive,0.9606,0.0,0.736,0.264,Positive,Positive (4-5★),True,True
81,review_57421,Bethaney Carter,5,"Environmental Service Worker, Michelle from Ravdin 6, has been cleaning my mother’s room during her inpatient stay. She’s professional, pleasant and willing to go above and beyond to get the job done. Michelle is simply amazing and deserves kudos and recognition for her hard work!",10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,281,0.2197916666666667,0.5597222222222222,Positive,0.8832,0.026,0.772,0.201,Positive,Positive (4-5★),True,True
83,review_27780,Shawn Newman,1,"So, this is my review post very rare cancer surgery. I had my surgery in August of this yr, and then I started radiation and if that isn't enough to deal with. One of the valet parking people stole my pedal commander from the backseat of my car. I didn't see it right away, until I decided to clean my car, and then I noticed it was no longer in my car. I called in as soon as I noticed in the early beginning of October and was told it was being investigated and it wouldn't take long to get back to me then I spoke to a second person about a month later. Now it's been a month in ahalf. I left a message with the valet parking and spoke with the supposed manager and he was the most rude person I've dealt with there, he called me at 7am while I was still sleeping and berated me like I was the criminal and how could I accuse the valet of stealing, and he made it sound like I was lying. He told me when I was there I should have filed a claim but, I had no idea I had to do such a claim. I live over an hr, and some change away when I was going there for treatment the last thing I wanted to do was check my car to make sure nothing was stolen. The way this gentleman spoke to me was completely wrong.",10 months ago,2025-01-01,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2025-01-01,1205,0.07519708361813625,0.4390142021720969,Neutral,-0.8011,0.078,0.878,0.044,Negative,Negative (1-2★),False,True
84,review_21519,John Quinn,5,After being diagnosed with prostrate cancer I decided to go to Penn All I can say it was the best Hospital experience I have ever had .From the people parking cars to the nurses to the Dr that did my surgery Trinity Bevalaqua Top notch and can’t say enough good things about them . Thank you for everything!,11 months ago,2024-12-02,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2024-12-02,307,0.59375,0.47500000000000003,Positive,0.7424,0.064,0.767,0.169,Positive,Positive (4-5★),True,True
85,review_58971,Try YT,5,"I have always had a great experience in the Penn system. I wish Penn would expand into New Jersey, Northeast Philadelphia, Bucks and Montgomery Counties. Actually build or take over facilities in these areas. Please!",11 months ago,2024-12-02,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2024-12-02,216,0.31212121212121213,0.4348484848484849,Positive,0.8932,0.0,0.726,0.274,Positive,Positive (4-5★),True,True
86,review_60011,Ann Reily,1,Can’t ever get an appointment.,11 months ago,2024-12-02,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2024-12-02,30,0.0,0.0,Neutral,0.0,0.0,1.0,0.0,Neutral,Negative (1-2★),False,False
89,review_48414,Jerry Oleary,1,I would give 0 if i could they are horrible everything from bedside manner to food to doctors to nurses and sending the social worker to do the nurse and doctors work I can't stand this place don't go if you don't have to the Techs that come in are not trained properly I think Penn got to big and don’t know what they are doing glad I don’t have to go to Penn,Edited 11 months ago,2024-12-02,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2024-12-02,360,-0.09333333333333334,0.4533333333333333,Neutral,-0.128,0.045,0.917,0.038,Negative,Negative (1-2★),False,True
91,review_22439,Alexandria Lanious,1,If I could I'd give them zero stars my fiance has been sitting in the er room for 14 hours! Having symptoms of an Ms flare up with purple swollen legs! When asked when he'd be seen because he's been there 12 hours already the front desk replied you've only been here 11 and a half and there are people in front of you that has been here 14 hours! Unprofessional!! They do not care about their patients or medical needs DO NOT GO HERE!,11 months ago,2024-12-02,1,en,Hospital_of_University_of_Pennsylvania,Hospital_of_University_of_Pennsylvania.csv,2024-12-02,434,-0.10850694444444442,0.3888888888888889,Negative,-0.7962,0.079,0.921,0.0,Negative,Negative (1-2★),True,True
1,review_69210,MB,1,Absolute worst experience ever,10 hours ago,2025-10-27,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-27,30,-0.4,0.95,Negative,-0.6249,0.577,0.423,0.0,Negative,Negative (1-2★),True,True
2,review_87875,Hilda C.,1,"I would like to leave a review , I was at the ER pediatric last week, and while waiting in the ER for the doctor we saw 2 big cockroach 🪳. When the nurses saw it , they act it like it was a normal situation !!!!!!!! Never in my life I had experienced this horrible situation. Please these must be reported and taking care of.",a day ago,2025-10-27,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-27,325,0.1388139343261719,0.5433333333333333,Positive,0.7463,0.069,0.779,0.152,Positive,Negative (1-2★),False,False
3,review_86099,Aidan Alvarez,1,Objectively negligent hospital. Go to RWJ or something of that nature as well.,4 days ago,2025-10-24,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-24,78,0.0,0.1,Neutral,0.2732,0.0,0.851,0.149,Positive,Negative (1-2★),False,False
4,review_16300,Kathleen Hogstrom,5,"I recently was referred to Doctor Ari Berg a new spine specialist who is part of the New Jersey Spinal Medicine and Surgery Program. He is outstanding. He reviewed my issue with patience and understanding and spent considerable time explaining my options and recommended treatment.
I was also very impressed with his credentials. As a retired Hospital Administrator I always spend considerable time reviewing a physician before I visit them.  I would highly recommend Dr Berg",4 days ago,2025-10-24,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-24,475,0.22585858585858587,0.5082323232323233,Positive,0.8998,0.0,0.857,0.143,Positive,Positive (4-5★),True,True
6,review_34958,Kevin Dischino,1,"We went to the ER for our son back in March.  Received an incorrect bill saying we were self-insured a few weeks later, even though this hospital is in network and we provided our insurance card during the visit.   Since then we've gone back and forth with the billing department at least 5 times on the phone, each time they acknowledge it was a mistake and will send a corrected bill, and each time the bill sent back to us is still incorrect.  Since the phone calls were not working we even tried to explain the issue via email and mail, and got no response.  After all of this we've now received a bill from debt collecting agency.  The billing department is clearly incompetent, we will be avoiding this hospital in the future.",a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,732,-0.10625,0.12395833333333334,Negative,-0.836,0.089,0.892,0.019,Negative,Negative (1-2★),True,True
7,review_88638,Carolyn Roche,5,Absolutely caring & compassionate on the 9th floor. Nurses are top notch ~ I’m so grateful my husband spent many of his last days treated like a loved family member. I am forever grateful.,a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,188,0.3,0.47777777777777786,Positive,0.9683,0.0,0.551,0.449,Positive,Positive (4-5★),True,True
8,review_13265,Jake Danishevsky,5,"I began my journey with Hackensack about a year ago. At first, they reached out several times, but I wasn’t yet mentally or physically ready to move forward with a transplant. Then, around five months ago, in February, I made the decision to reactivate myself on the list. The calls resumed, though initially not for the right match. I knew I needed a kidney transplant, but I also knew I had to be patient and make sure everything aligned with what I truly wanted long-term. After multiple consultations with their staff and doctors, we agreed on a plan—and then the calls paused again, as they waited for the exact criteria I had requested. And then, it happened—the perfect call came in. It was exactly what I had been waiting for, and the process officially began.

Hackensack had always been my first choice, but even then, I underestimated just how incredible this facility and its people truly are. From start to finish, everything—from the quality of information, level of service, and care—was flawless. They listened, they understood my unique needs, and they treated me not just as a patient, but as a whole person. This is what true healthcare should look like.

From the moment I walked into the facility, I was met with kindness, attentiveness, and a level of professionalism that exceeded all expectations. Just when I thought they had reached the peak of patient care, they went even further. I’m someone who has a very difficult time with any medical procedure—I can faint just hearing about them. When I say I need sedation even for the smallest things, it’s not a preference—it’s a necessity. They not only respected that but anticipated and accommodated it with care and empathy at every step.

The check-in and check-out processes, follow-ups, and every interaction along the way were handled with the highest standard of care. The doctors are approachable and genuinely listen. They answer questions with patience and provide reassurance and clarity. I feel truly blessed to have been cared for by such a remarkable team. While I would love to name each doctor, nurse, and staff member, there are simply too many to mention. From the medical team to the food service, pharmacy, and even the cleaning staff—everyone was exceptional.

Thank you to every single person who played a role in my care. I am deeply grateful and look forward to continuing my recovery with Hackensack by my side.

(Update 10/28/2025) - October 9, 2025 — Today marks my three-month kidneyversary, and while I’m celebrating it back in the hospital, I’m filled with gratitude and optimism. This past month has been quite a rollercoaster, but I truly feel blessed to have such an incredible team of medical professionals and a facility dedicated to my care and progress. I’m in both their hands and God’s hands—and I fully trust the process.

A few weeks ago, I developed some fluid buildup, and on September 25th, a drain was placed to help remove it. It wasn’t easy carrying it around, but it was a small price to pay for recovery. I was thrilled when my doctor removed it on October 2nd. Shortly after, I developed a hematoma in my abdomen, which lingered for a few weeks—uncomfortable, but again, just another small step in the journey.

When my creatinine levels became unstable, the team ordered a biopsy on October 3rd. By October 7th, the results showed a very mild rejection. Without hesitation, they had me admitted right away to begin a three-day course of IV anti-rejection medication. What amazes me most is how proactive and attentive this team is—they never leave anything to chance. Every concern is addressed immediately, and their 24/7 support gives me peace of mind knowing I’m never alone in this process.

A heartfelt thank you to the entire Hackensack Medical Team for your dedication, care, and compassion. You are truly the best.",Edited a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,3846,0.19669540229885063,0.46477148330596596,Positive,0.9996,0.024,0.725,0.251,Positive,Positive (4-5★),True,True
10,review_15113,Philip Sheridan,5,"The Hackensack staff was incredible during the birth of our daughter and the recovery team. The staff was incredibly effective, patient, and supportive. It was truly above and beyond care, and we couldn't be more grateful to have our daughter there. Special shoutout to our nurse Chrissy - she is exceptional!",a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,309,0.5272108843537415,0.6959183673469388,Positive,0.8998,0.043,0.721,0.235,Positive,Positive (4-5★),True,True
11,review_64419,Jenny Marques,1,"My husband went to the ER, and his phone didn’t have internet access. I tried for hours to get information about him but couldn’t reach anyone. The front desk lady was extremely rude, saying that my husband is an adult. Yes, I know that — but I’m his wife and would simply like to have information about my adult husband, the father of my children.",Edited a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,348,-0.024999999999999994,0.3892857142857143,Neutral,0.3634,0.06,0.831,0.108,Positive,Negative (1-2★),False,False
12,review_32024,Michelle Emme,1,"TLDR: DO NOT step a foot into this negligent hospital. I came in at 11:00 pm to the ER and waited in the waiting room for 3 hours before I was taken in. The receptionist at the front was terrible; she didn’t let me finish telling my symptoms before she sent me to get an EKG (with a woman who didn’t even look at me or acknowledge me). After the 3 hours, i was in, they put me on a stretcher IN THE MIDDLE OF THE HALLWAY where about 10+ other patients were, and were basically ignored all night and no one tended to them. I wasn’t seen for another hour, and after the doctor asked for my symptoms and a urine sample, he left, and i didn’t see him again until 5 AM. Then another woman came for insurance information, and finally about 2 hours after a nurse came to take care of me. She was the only thing that made anything better, and was very kind, walking me through everything she was doing. However, I assume it was busy because she disappeared for about 2 hours and left me hooked up to liquids and on valium. Many nurses passed by and no one stopped to help me or talk to me. I was never put in a room, i was left in the hallway for hours. I had an IV of liquids, and so i had to use the bathroom often. There was no one there to unhook me. The very few nurses around kept talking about how they didn’t want to be there, and gossiping /laughing amongst themselves. All that needed to happen at that point was to unhook me from the fluids and take my vitals. It took ANOTHER 2 hours for anyone to see me. Nurse Francis was a godsend, and she was an impeccable nurse, with wonderful bedside manner. She lifted my spirits (as much as they could be lifted in that terrible place) however I would never go there again, and I wouldn’t recommend it to my worst enemy.",a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,1766,0.02472222222222224,0.5419444444444443,Neutral,0.5513,0.071,0.849,0.08,Positive,Negative (1-2★),False,False
13,review_89723,Hansen Villatoro,1,"Too long, don't want to read? Hackensack University Medical Center's Neuropsychology Team fails its most vulnerable patients with ADHD and Adult Autism. Steer clear of ER care for autistic/psych patients and go to Englewood Hospital instead.

I am rewriting this because my first review did not capture the high-risk factors Hackensack Meridian Health ignored, or could have asked about.

On paper... I should have been prioritized or at least seen.... I already had a “North Bergen Pediatrics” marker on my chart within the legacy primary care systems' HMH had usurped.
I am super super high-risk and in need of neuropsychology at UMHC, and on Medicaid. I came with five medical referrals: four from outside doctors (Englewood Health Neurology, an independent PMHNP, a Holy Name NP and their MD supervisor) and one internal referral from HMH Palisades Primary Care. My family history is pretty high-risk: my mom has schizophrenia and bipolar disorder, my dad has suspected autism.

Despite that, I hit a wall. Calling the number for Hackensack University Medical Center never reaches the actual office. It goes to an answering person, that only ""takes a message"" When a nurse finally called back, I was told: “We aren't accepting any outside referrals, you must already be referred from within.” When I asked for help, the call was hung up on. Every other route I tried was the same story: no Medicaid accepted, or pay thousands up front out of network.

Yet even despite that, other patients had easily posted reviews for the same doctors that were “not accepting outside referrals”, and got care days-weeks, even months after I had called.

Patient Experience contacted me twice. Both times were the same intake and the same apology. No solutions. No accountability.

Here is the part patients need to know. There is a split between the HMH Neuroscience Institute neuropsychology team and the private neurodevelopmental clinics run by some of the same providers, like Elizabeth Kera, PhD, the head of Neuropsychology. Those private clinics do not take insurance and cater to families who can pay high fees. Yet HMH's own directory still lists those private clinics as numbers to call, while most other doctors only list the Neuroscience Institute or those same private clinics as the contact point.

In practice, it looks like this: wealthier patients pay privately for an autism evaluation first, then use that diagnosis to access follow-up care within HMH and bill insurance or Medicaid. Patients like me, who cannot afford the private assessment, are blocked at the front door.

Hackensack Meridian Health, specifically the neuropsychology department at HUMC, did not prioritize or help an autistic/ADHD patient with clear risk factors and multiple referrals. It felt like a two-tier system that rewards people who can pay cash and shuts out those who cannot. I cannot say or comment on the experience of even stepping into the place to get care; and I hope this review can help others steer clear.

If it is so hard to even receive care for Autism/Neurodevelopmental disorders at this place, imagine how it will be to bring Autistic patients for care in other places at HMH (ER? other care? I don't trust it now....) it's really shameful to me and others to see how HMH neglects it's most needy population.",Edited a week ago,2025-10-21,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-21,3313,0.04988304093567252,0.3564035087719298,Neutral,0.9922,0.077,0.786,0.137,Positive,Negative (1-2★),False,False
14,review_12118,Sang P,1,"Orthopedic sports medicine department. 20 Prospect 6th Floor.

Child fractured her elbow past Monday. ER treated her fine with a soft splint and was instructed to call to schedule a follow up for the same week Friday. Called Tues, Wed, Thurs, and Friday to the same excuse that they'll call back to schedule to no avail meanwhile my 2 year old daughter is continuously in the soft splint asking if she's OK on a daily basis.

Come following Monday, finally recieve a call at 7am and instructed to come in at 11am. Came in at 11am to check in, waited 45 minutes in the lobby and still waiting another 45 minutes for the doctor. Surpassing over 90 min waiting time as I'm writing this in the examination room.

Am I in the wrong to be irritated with this crappy service from start to finish? I'll definitely reiterate this review when it's time for the survey.",2 weeks ago,2025-10-14,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-14,858,0.027777777777777783,0.33,Neutral,-0.4342,0.07,0.858,0.071,Negative,Negative (1-2★),False,True
16,review_79718,Kennedy Cherry,2,"One of the front desk men named Walter, said he “was going to slap the shit out of you” to me and my mother (previously). The hospital staff are trying to minimize this threat as people arguing but nothing justifies it especially the damage that came with the threat from Walter. The staff also changed their tune once we decided to get police involved. Initially saying he was wrong then saying we were being threatening. How is someone in a wheelchair post surgery threatening? How is me saying you’re not going to speak to my mother any sort of way threatening? We still have to go there for her post op appointments and we’re expected to be comfortable walking into a hospital that allows someone to threaten a patient and their family member? That is not only a crime but illegal for him to do.
After filing a complaint with the HR
rep on the 11th, the patient experience coordinator called my mom (the patient) to tell her to tell me to call him for a follow up. I called him 3 times (9/12, 9/17, and 9/18) leaving voicemails and he NEVER called me back. They obviously do not care enough about patients and would rather protect an employee who threatens a patient and her family. Definitely not comfortable going here or having my mom go to her follow up appointments here but she has no other choice.

Updates as of 10/7: spoke with patient experience. They were very sympathetic to my experience and leveling. For confidentiality, that’s all I will say.",Edited 2 weeks ago,2025-10-14,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-14,1462,-0.053385416666666664,0.5588541666666667,Neutral,-0.9884,0.178,0.748,0.074,Negative,Negative (1-2★),False,True
17,review_11092,Mustafa Gulam,1,"I went to Hackensack Meridian for a simple 30-minute checkup and was shocked with bills totaling $5,668.
All they did was check my blood pressure, urine, a quick scan, and prescribe Motrin  nothing serious at all.
My insurance already paid a few thousand, yet they still demand $1,323 from me, which I cannot afford as an international student.
Instead of helping, they only push payment plans that I still can’t manage  no real support at all.
I deeply regret choosing this hospital,
the charges are outrageous, and I would never recommend this place to anyone.",3 weeks ago,2025-10-07,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-07,562,-0.2,0.5123809523809524,Negative,-0.9365,0.192,0.776,0.032,Negative,Negative (1-2★),True,True
18,review_11262,Quinten Adams,1,"I was taken there via ambulance despite my request. I asked to be taken to Wayne st.joseph. upon my arrival I was giving three options get on a bed with wheels, get in a wheelchair or I couldn't get helped. So I sat in the wheel chair. Once inside I was stripped of my possessions. I was coherent and well aware of everything that was going on from the time that I got into the accident. In my wallet there was $34 and in my pockets a pack of cigarettes and various other things and in my bookbag there were 2 bottle and various other things. I was lied to about a few things by a few of the staff. As if I was out of my mind which made me a little uncomfortable. And while I was there witnessed other patients being not handled in such a good way😞. I sat and played my part so that I could get outta there without incident. I took the mental abuse and and stayed silent. However upon my release I noticed that my money was missing someone put that I came in there with 1 single dollar my cigarettes were gone not really mad about that. And my bottles weren't in my bag not even mad about that. Don't feel anyway about none of it really just wanted to contribute my experience to Google. And send a Thank you too the staff that handled they jobs Professionally",3 weeks ago,2025-10-07,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-10-07,1260,-0.018877551020408164,0.4161564625850339,Neutral,-0.1862,0.065,0.869,0.066,Negative,Negative (1-2★),False,True
20,review_77564,Jennifer Hodge,1,"They sent my account to a law firm that my health insurance paid.  Then when that was proven, they have the audacity to send my child who was a patient that night to the law firm to try and collect that debt.  Your a hospital.  How dare you not only try to double bill but involve a child.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,289,-0.1,0.45,Neutral,-0.1901,0.03,0.97,0.0,Negative,Negative (1-2★),False,True
21,review_43052,Jill L.,1,"Waiting on phone over a half an hour to find out.If a patient was in there, only to be picked up and hung up on from everything I hear about this hospital.I wouldn't step foot in it.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,182,-0.08333333333333333,0.5833333333333334,Neutral,0.0,0.0,1.0,0.0,Neutral,Negative (1-2★),False,False
22,review_21560,Gjenisa Kodra,5,"I want to leave a heartfelt review for one of the best hospitals ever Hackensack Meridian Health Hospital .The doctors were truly amazing, compassionate, and highly professional. Special thanks to all the surgeons and their team who took care of everything with such dedication and professionalism. They were all so kind, respectful, and attentive. The nurses were beyond incredible — they showed unmatched care toward us. They always made sure we were comfortable and that we never lacked anything. Their professionalism was really good.

The physical therapists were highly skilled, supportive, and encouraging, while the social services team guided us seamlessly through each step, offering invaluable assistance. I was also impressed by the staff who focused on mental health and recreational support, offering activities and encouragement to help patients remain positive and engaged.

Everywhere we went, the staff welcomed us with warmth and kindness, always ready to assist. The food was healthy, clean, and nourishing, and the hospital environment was one of the cleanest and most organized I have ever seen. Everything was in order, comfortable, and welcoming .

I cannot thank HMH Hospital team enough for their outstanding care. From the doctors and nurses to the therapists, social workers, and every single staff member — everyone went above and beyond. This hospital is truly a blessing, and I will always remain grateful for everything they did  for us.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,1469,0.34207251082251083,0.5491015061327562,Positive,0.9986,0.015,0.617,0.368,Positive,Positive (4-5★),True,True
24,review_49601,matt mccrickard,5,I went to Hackensack Hospital for foot surgery on 9/20/2025. Venedicta from 4 link north she was a cna. She was so nice and helpful and went out of her way. We should have more people like her is this world and it would be a better place. And thanks to all the nurses and doctors that took care of me,a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,300,0.45,0.55,Positive,0.9549,0.0,0.749,0.251,Positive,Positive (4-5★),True,True
25,review_77911,Vanessa Costa,5,"My son has stayed at EMU dept in the children building a few times and staff treats us amazing.
From housekeeping, food delivery, MAs, EEG techs, RNs, PA and MDs absolutely fantastic.

Stevlana 3-11pm shit she is an angel. Most sweetest lady. Treated my kid like her own, very attentive, always brought good energy if she noticed he was down she would make him smile or make him a special drink if he wasn’t eating too much.
Rns- Balil my kid really connected with him, felt extremely comfortable. Balil would speak to him in terms he actually understood what was happening. Took the time to always make sure we were ok. We will forever be grateful to him.
Mariana, Alma, Sherin, Keri, Alyssa M(from Picu) absolutely OUTSTANDING. HUMC should be honored to have such an amazing employees.
Alyssa D the PA- we will forever be grateful for your kindness, dedication, generosity there are no words to describe how much she means to us. Thank you for being there for us every step of the way and always answering our questions even when it wasn’t your job to do so you always took the time for us.
Dr. E Segal and Dr. Tomycz thank you for never giving up and fighting this battle with our family. For trying everything And anything for a better life.
They don’t make MDs like you guys. Thank you for never rushing our visits, listen to every concern, question we had. Thank you for sitting with us even if the visit took longer and never made us feel like you needed to rush out of the room.

You all will always have a special place in my heart ♥️

From the Costa Family

Thank you.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,1578,0.3208143547273982,0.5650276052449965,Positive,0.9967,0.038,0.729,0.234,Positive,Positive (4-5★),True,True
26,review_27207,TT T,5,"Went to Hackensack for an emergency and the nurses, staff, and the OBGYN team were amazing! They are so friendly and made me feel comfortable. They also explain what medicine you need and why you need it!",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,204,0.5416666666666666,0.7333333333333334,Positive,0.8807,0.055,0.696,0.249,Positive,Positive (4-5★),True,True
27,review_88011,O,1,"Really a terrible hospital that only cares about money and numbers. The staff are largely unprofessional, abrasive, and often malicious.

Patient experience is a literal joke. “Sorry the staff ignored your dying grandmother for 4 hours and let her get bed sores. Will a parking pass make you shut up?”

Not a surprise that they act this way when their CEO pays himself millions upon millions every year.

Update: Patient Experience gave their usual canned robotic response here. Sorry, not waiting again for a week for a call back only to be told “sorry about that”.",Edited a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,566,-0.26357142857142857,0.6878571428571428,Negative,-0.7089,0.114,0.837,0.049,Negative,Negative (1-2★),True,True
28,review_40298,Roseann Schweikert,5,They literally saved my life.,a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,29,0.0,0.0,Neutral,0.4215,0.0,0.588,0.412,Positive,Positive (4-5★),False,True
29,review_16487,Khairy Beshara,3,"I am in the Orthopedics Unit on the 8th floor, 59 Second Street, Helena Theurer Pavilion.
Since the morning I’ve been complaining about the room temperature and feeling cold and shivery… until now, no response… the nursing reaction here is very slow and tedious… I cover my whole body completely from my feet to the top of my head… and of course, this is not good for breathing.
Khairy Beshara",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,393,-0.07714285714285715,0.48857142857142855,Neutral,-0.4777,0.086,0.87,0.044,Negative,Neutral (3★),True,False
30,review_26428,lin min,1,"I had a very bad experience with the call center. I had called and got to someone after being on hold to ask if they can transfer me to the gastroenterology clinic, they say yes then I am on hold again for a while. Never answered, I could hear the phone slam and they hung up on me. I called back and told them what had happened, then they tell me they do not have a gastroenterology clinic. I asked how I was transferred to one then, and they say they could provide me with a referral number for one. I say okay and I am put on hold, then eventually the phone rings again and I am with a different person from the call center. Never got the referral number, just passed on to someone else from the call center and reset. This has been so frustrating and I hope that you guys can improve from this because this is for our health and wellbeing.",a month ago,2025-09-28,1,en,Hackensack_University_Medical_Center,Hackensack_University_Medical_Center.csv,2025-09-28,843,-0.13874999999999998,0.39583333333333337,Negative,-0.0346,0.056,0.872,0.072,Neutral,Negative (1-2★),True,False
